58303308	113	3242	4604	83.71	72.57	0	0
58358672	-221	-645	4756				
58359792	89	267	4595				
58360892	-306	1728	5148				
58362012	2041	1733	5239				
58363128	1725	1358	5309				
58364228	-643	1152	4926				
58365336	-1366	308	5243				
58366440	-201	-850	4709				
58367528	40	-1755	4501				
58368640	-423	-2412	4136				
58369788	-285	-2052	4368				
58370796	-476	-699	4207				
58371816	-683	619	4301				
58372808	-7	1587	4730				
58373848	817	2177	4922				
58374884	476	2445	5485				
58375904	780	2380	5622				
58376928	646	1014	5780				
58377936	-726	-490	5496				
58457140	195	2386	4841				
58458164	595	2597	5017				
58459184	401	2261	5374				
58460208	710	1409	5544				
58461220	247	-71	5535				
58462264	-921	-1491	5384				
58463284	-756	-2424	5025				
58464320	-171	-2692	4329				
58465340	-364	-2268	3714				
58466376	-281	-1486	3443				
58467380	18	-487	3524				
58468388	-140	722	3959				
58469400	-51	1855	3868				
58470424	283	2523	4204				
58471444	131	2497	4553				
58472476	-434	2182	5239				
58473500	-527	1137	6073				
58474516	355	-340	6225				
58475536	629	-1881	6239				
58476564	-304	-2617	5680				
58480016	90	-310	3680				
58481024	271	768	3585				
58482044	439	1471	3504				
58483072	-314	1930	3724				
58484104	-653	1932	4274				
58485124	-626	1352	4742				
58486144	-656	436	5419				
58487140	-10	-519	5715				
58488156	840	-1428	5748				
58489168	531	-1775	5577				
58490204	-175	-1580	5029				
58491204	30	-1139	4909				
58492220	200	-597	4444				
58493224	490	232	4118				
58494236	840	926	3571				
58495256	328	1299	3716				
58496276	-390	1229	4224				
58497280	-864	747	4707				
58498312	-1089	236	5104				
58499320	-578	-193	5301	84	72.29	0	0
58503600	346	232	4795				
58504616	-140	244	4664				
58505644	610	311	4011				
58506648	240	311	3559				
58507664	-587	257	3575				
58508672	-480	-288	3956				
58509700	-656	-1224	4509				
58510736	-1003	-1354	4701				
58511764	-704	-1181	5103				
58512776	-128	-595	4963				
58513768	95	55	5215				
58514732	203	839	5285				
58515760	478	1356	5312				
58516780	1095	1305	5379				
58517812	1397	1004	4822				
58518820	289	437	4760				
58519816	-813	-14	4090				
58520824	-735	-773	4432				
58521844	-434	-1518	4316				
58525304	-649	-170	4673				
58526336	438	908	4689				
58527372	368	2040	4678				
58528396	-130	2555	5031				
58529428	1149	2589	5003				
58530464	1868	1967	4696				
58531484	171	890	4597				
58532504	-1343	-247	4470				
58533544	-1238	-1866	4799				
58534572	-557	-2753	4438				
58535600	-205	-3073	4598				
58536612	15	-2642	4237				
58537640	-266	-1684	4400				
58538656	-335	-185	4619				
58539680	202	1529	4725				
58540692	162	2588	4850				
58541716	612	2986	5020				
58542732	874	2890	4972				
58543748	34	2292	5027				
58544756	-42	1030	5267				
58548156	13	-3669	4448				
58549184	128	-2837	3964				
58550208	83	-1480	3701				
58551200	74	153	3780				
58552216	-12	1431	4334				
58553236	504	2538	4358				
58554260	799	2982	4429				
58555272	91	2871	4595				
58556292	-698	2163	4994				
58557308	-652	704	5796				
58558336	229	-1203	5825				
58559356	192	-2606	5838				
58560388	-431	-3284	5357				
58561412	-492	-2830	5019				
58562444	151	-1898	4369				
58563464	437	-332	3885				
58564468	44	1063	3642				
58565488	505	1912	3844				
58566512	1164	2491	3903				
58567548	-135	2737	3912				
58571044	-662	-1589	5944				
58572068	461	-2342	5769				
58573084	621	-2753	5707				
58574108	-364	-2015	5125				
58575112	-167	-846	4859				
58576128	195	231	4387				
58577128	418	975	4053				
58578168	1274	1497	3873				
58579192	1000	1721	3642				
58580220	-782	1465	3971				
58581244	-1590	520	4401				
58582260	-887	-817	4690				
58583284	-810	-1689	5170				
58584320	-640	-1871	5635				
58585340	238	-1817	5755				
58586372	823	-1226	5536				
58587364	804	-79	5253				
58588392	191	1083	5030				
58589420	171	1406	4781				
58590448	1208	1180	4416				
58593904	-1050	-1541	4302				
58594944	-1111	-2259	4406				
58595984	-1016	-2043	4930				
58597012	-388	-1165	4984				
58598036	268	-326	5280				
58599048	603	1046	5146				
58600076	476	2179	5358				
58601092	800	2645	5288				
58602132	1625	2012	5316				
58603168	1147	1173	4775				
58604180	-410	407	4263				
58605204	-1206	-401	4083				
58606232	-896	-1717	4213				
58607260	-595	-2892	4266				
58608296	-960	-3386	4583				
58609316	-892	-2332	4656				
58610336	207	631	4814				
58611352	582	2243	4608				
58612380	-305	3262	5034				
58613424	912	3299	5044				
58616924	-1636	-323	4552				
58617960	-1557	-2078	4665				
58618992	-564	-3654	4537				
58620020	-419	-4244	4464				
58621036	-94	-3601	4686				
58622060	-41	-2451	4590				
58623068	-228	-536	4804				
58624092	328	1861	4824				
58625104	424	3541	4639				
58626136	542	4062	5010				
58627168	1246	2911	5101				
58628192	219	1478	4698				
58629200	-894	-846	4883				
58630236	-1314	-2880	4646				
58631264	-899	-4268	4571				
58632300	-364	-4289	4211				
58633320	101	-3326	4048				
58634352	464	-1712	3849				
58635372	251	259	4112				
58638816	1045	3912	4775				
58639848	519	3455	5253				
58640872	-645	2612	5079				
58641896	-1056	923	5840				
58642924	-304	-1522	5620				
58643952	-265	-3686	5620				
58644980	-860	-4212	4784				
58646004	464	-2991	4266				
58647028	767	-1151	4022				
58648036	70	901	3495				
58649048	192	2248	3964				
58650088	1153	3020	4205				
58651104	565	3354	4341				
58652136	-649	2958	4328				
58653152	-950	1612	4947				
58654180	-1186	-243	5184				
58655208	-863	-2028	5757				
58656232	351	-3283	5781				
58657272	477	-3600	5515				
58658312	-357	-2964	5080				
58747124	822	3603	4452				
58748148	-185	3102	4773				
58758192	2020	2582	4209				
58762340	-627	-1020	4579				
58763388	-1476	-2317	4445				
58764428	-1440	-2736	4509				
58765468	-1018	-2622	4890				
58766508	-486	-1668	5300				
58767528	658	-66	5353				
58768540	783	1522	5294				
58769572	565	2512	5374				
58770596	1362	3169	4999				
58771640	1090	2639	4747				
58772648	62	1802	4313				
58773648	-189	67	4750				
