40218068	4326	-1766	-1141	83.43	76	0	0
40219236	5647	723	8063				
40220344	8830	-257	7319				
40221444	9280	460	905				
40222564	9554	1458	4856				
40223696	10241	788	6321				
40224832	4754	657	6689				
40225956	4049	983	5100				
40227084	5931	-680	1758				
40228228	7336	-1389	12033				
40229372	5444	-1566	10380				
40230516	9526	-1702	4694				
40231656	5583	-658	2410				
40232776	3554	963	2062				
40233908	4200	-1021	1607				
40235040	5178	2038	9040				
40236176	4684	2177	6705				
40237300	4848	959	3554				
40242816	6543	-1368	15441				
40243936	8046	-1062	-726				
40245052	5978	201	-2534				
40246144	8140	-724	974				
40247252	4756	605	3443				
40248384	3097	2506	8610				
40249516	4781	2817	3958				
40250632	4936	263	909				
40251752	5372	-1263	7387				
40252888	5092	-541	2787				
40254024	5673	-426	8612				
40255180	4811	-1660	14682				
40256332	4219	-1502	9072				
40257460	2337	-1693	-390				
40258588	3067	-279	-3145				
40259728	4890	1067	1926				
40260864	6468	2215	4165				
40261992	2749	1548	4637				
40263120	5810	-205	3198				
40264256	8205	-447	9104				
40269772	4538	-1304	3010				
40270880	3900	245	-1323				
40272008	2955	1356	-1597				
40273116	3297	146	3622				
40274212	5506	264	2163				
40275336	3835	779	2909				
40276488	5772	1420	6919				
40277612	4819	-107	6963				
40278736	6185	-422	4099				
40279872	7273	-1218	5072				
40281012	8346	-1528	7008				
40282160	3265	-619	13055				
40283288	4991	334	8876				
40284404	5235	605	1369				
40285516	257	298	-1932				
40286624	3572	-606	669				
40287736	3989	394	4753				
40288840	-623	964	7602				
40289952	862	-205	2990				
40291080	1567	-185	4844				
40296568	88	-382	7636				
40297704	1838	-1177	-2220				
40298824	2364	-453	-8126				
40299924	-2534	-926	841				
40301016	912	-903	4370				
40302136	-471	593	5096				
40303252	1041	906	2769				
40304388	4270	-447	6432				
40305544	6270	1076	11274				
40306660	2413	524	2851				
40307812	-1427	1004	2503				
40308936	288	468	14456				
40310064	1254	-611	11273				
40311212	1004	-1855	-1084				
40312356	-1544	-1675	-6322				
40313560	-3550	-1255	2153				
40314584	-423	1068	5361				
40315604	4935	540	6625				
40316660	7149	-189	6065				
40322072	3871	-830	8237				
40323096	-1189	-275	15252				
40324108	1033	-1139	5758				
40325136	2509	-3604	-6828				
40326180	1408	-3238	-12019				
40327192	4660	136	-395				
40328244	2827	1345	8613				
40329252	1428	783	6957				
40330312	-1452	2459	8402				
40331332	-497	2890	10514				
40332340	925	785	5440				
40333372	656	-1812	401				
40334392	890	-2308	4657				
40335432	-1932	510	12293				
40336456	-918	-1011	9023				
40337480	936	-3109	-2231				
40338520	2727	-4071	-10268				
40339544	3053	-725	-4031				
40340600	3117	2618	11547				
40346016	134	1422	6128				
40347044	170	-1767	3092				
40348040	-983	-3235	611				
40349064	-2705	-418	8136				
40350072	3939	-2022	8257				
40351084	749	-3801	415				
40352092	-597	-906	-3282				
40353124	-2221	3056	2494				
40354168	-5984	2454	9803				
40355196	-4009	1158	5742				
40356228	-1693	1928	5932				
40357248	848	2323	7055				
40358308	-1857	1290	6280				
40359340	-7137	-2720	3126				
40360380	-7765	-3347	-1679				
40361420	-6036	-2444	-1255				
40362472	-3588	-513	6196				
40363516	-4683	-246	16902				
40364568	-4773	-1408	13374				
40369972	-13413	782	4056				
40370980	-14374	-992	-46				
40371996	-13395	-1255	930				
40373020	-5660	-2721	3912				
40374020	339	-2576	1441				
40375056	-3856	-666	8140				
40376096	-2702	1205	15725				
40377144	-4313	1766	16338				
40378180	-5890	-788	6216				
40379212	-2228	-1316	-3704				
40380236	-4512	715	-5693				
40381272	1109	2083	3484				
40382300	1471	1018	8006				
40383324	520	-1318	-2478				
40384340	32	-1237	-661				
40385384	210	-595	4494				
40386428	3222	-495	6122				
40387444	2840	-872	8030				
40388464	616	-384	10139				
40393888	6455	269	-7950				
40394920	4882	788	-1144				
40395944	882	-1151	2349				
40396948	-673	-1063	1953				
40397944	5862	134	6694				
40398988	901	1134	7601				
40400060	-1549	1087	11607				
40401068	-2712	4	13313				
40402116	-2486	-811	8410				
40403132	634	588	2955				
40404196	2679	2175	10100				
40405220	673	-343	12513				
40406264	-2691	-3515	-396				
40407328	-3779	-2145	-16517				
40408408	-3583	-739	-11172				
40409544	-4323	449	6114				
40410684	-7086	1023	7792				
40411816	-8179	1803	7566				
40412972	-7818	1591	11051				
40414112	-7755	304	14374				
40419636	-5155	-2980	-8299				
40420800	-5371	-1938	-10498				
40421896	-11521	485	-104				
40423044	-13449	1882	12375				
40424196	-14695	1590	12900				
40425348	-10844	536	7595				
40426504	-4545	1615	10496				
40427636	-4430	756	10244				
40428780	-4639	-627	3785				
40429936	-3282	-2449	-3761				
40431084	-4588	-1978	-3065				
40432224	-1434	-239	7889				
40433344	-278	-503	9493				
40434492	1396	-1093	-6202				
40435632	-3125	2770	4095				
40436784	-5220	2463	16123				
40437916	-9470	12	10226				
40439044	-8451	-225	5621				
40444564	-8350	1133	5273				
40445700	-9981	1902	14468				
40446832	-8255	-644	12862				
40447956	-2669	-2063	1566				
40449076	260	-581	-3835				
40450212	-985	2466	4920				
40451352	-5908	-239	3968				
40452476	-6356	918	1651				
40453604	-6017	-569	1411				
40454744	-4239	-705	4326				
40455884	-8853	-1684	6139				
40457028	-16974	-598	-297				
40458152	-14607	513	-19				
40459276	-6676	581	18476				
40460436	-3757	-1307	12332				
40461580	-206	-1063	-1840				
40462692	-516	-665	-6196				
40463800	3174	910	90				
40464924	-1329	138	9270				
40470448	-15230	-1186	2417				
40471600	-15876	-871	7366				
40472736	-7121	588	17024				
40473856	-8060	864	16289				
40474980	-4265	-1524	3112				
40476136	-5929	-1951	-7464				
40477276	-3472	697	3130				
40478416	-4707	778	11811				
40491800	-17900	1810	5517				
40495408	-12083	835	7391				
40496524	-11631	369	8253				
40497640	-4320	-1226	3354				
40498768	-327	-1049	2499				
40499900	-5597	1744	10848	83.43	76.29	0	0
40501964	-5089	-2448	1436				
40503104	-7519	-1841	-11253				
40504204	-7690	847	-4615				
40505320	-6925	985	9737				
40511396	-10991	-710	5177				
40512524	-10901	427	4834				
40513656	-13566	1541	8151				
40514784	-15079	-1526	7674				
40515940	-18521	-3209	-2833				
40517088	-15777	-1994	-7247				
40518200	-16487	714	4320				
40519356	-15959	1508	17091				
40520496	-14248	-457	5134				
40521632	-14275	212	-2566				
40522788	-10921	1675	5592				
40523936	-10751	432	5828				
40525048	-9716	223	7402				
40526188	-10833	-450	3159				
40527308	-14144	95	4391				
40528436	-8337	-831	11402				
40529596	-5239	-2468	11064				
40530716	522	-768	-3594				
40537756	7386	-1153	5872				
40538884	3182	-790	6067				
40539984	3620	-268	3266				
40541112	2591	-197	10019				
40542248	4621	-1045	17585				
40543396	-2898	-2479	7785				
40544528	-8049	-576	-7181				
40545664	-1330	1704	5577				
40546808	-166	1000	11439				
40547952	-1768	1986	4075				
40549076	276	1649	1498				
40550200	-2489	-255	-1079				
40551332	-3925	-189	8738				
40552476	-1641	-623	4929				
40553616	-5017	-1600	6152				
40554772	-6583	-682	12132				
40555912	-173	-996	11582				
40557040	-4164	-2382	-612				
40558188	-5198	-457	-4579				
40563720	-1182	269	6640				
40564832	-2993	-15	8007				
40565948	-1826	-304	6285				
40567068	-4722	-2163	4003				
40568196	-2344	-1817	5046				
40569356	-10617	561	13092				
40570468	-15923	-704	489				
40571612	-17689	-658	-6171				
40572772	-18011	1142	-4438				
40573924	-16279	283	2507				
40575040	-8537	95	7454				
40576168	-5665	153	8928				
40577284	-7038	854	2403				
40578408	-5737	-261	8896				
40579556	-6179	-1364	6778				
40580712	-1862	-1203	6067				
40581892	-6336	1790	11132				
40583040	-6409	2137	15429				
40584188	-10827	-2022	-8959				
40589700	-13129	-446	3477				
40590808	-14396	-4	2718				
40591944	-12945	1785	11736				
40593088	-15706	657	11481				
40594180	-9779	797	6772				
40595324	-9439	989	13039				
40596504	-14234	-1146	10706				
40597628	-14855	-3575	-2011				
40598780	-16655	-3256	-10320				
